Co2 排放量,人口总数集,GDP,记录数,互联网使用率,人口 0-14,人口 15-64,人口 65+,人口总数,人均医疗费用,入境旅游,出境旅游,出生率,办税小时数,区域,医疗费用 % Gdp,国家/地区,城市人口,女性预期寿命,年份,开业天数,手机使用率,新生儿死亡率,男性预期寿命,经商便利度,能源使用,营业税税率,贷款利率
3920,1,,1,.42,.235,.67,.095,,,,,.017,,大洋洲,,新喀里多尼亚,.673,79,2010/12/1,,.9,,73,,,,
31551,1,,1,.81,.205,.665,.13,,3260,,,.015,172,大洋洲,.1,新西兰,.862,83,2010/12/1,1,1.08,.005,79,,18287,.347,.063
3135,1.001,,1,.01,.391,.582,.028,,57,,,.03,194,大洋洲,.04,巴布亚新几内亚,.13,64,2010/12/1,51,.28,.051,60,,,.421,.104
161,1.001,,1,.07,.383,.567,.051,,201,,,.028,224,大洋洲,.06,萨摩亚,.201,76,2010/12/1,9,,.016,69,,,.189,.107
202,1.001,,1,.05,.408,.56,.033,,95,,,.033,80,大洋洲,.07,所罗门群岛,.2,68,2010/12/1,56,.22,.027,66,,,.262,.144
158,1.001,,1,.16,.375,.567,.059,,172,,,.027,164,大洋洲,.05,汤加,.234,75,2010/12/1,25,.52,.012,69,,,.254,.115
117,1,,1,.08,.382,.579,.039,,139,,,.027,120,大洋洲,.05,瓦努阿图,.246,73,2010/12/1,47,.72,.016,69,,,.084,.055
513,.999,,1,.47,.262,.665,.072,,736,,,.017,207,美洲,.06,安提瓜和巴布达,.262,78,2010/12/1,21,1.93,.009,73,,,.41,.11
180512,1,,1,.45,.249,.645,.106,,751,,,.017,453,美洲,.08,阿根廷,.91,79,2010/12/1,25,1.41,.013,72,,78162,1.076,.106
2321,1,,1,.62,.208,.689,.103,,,,,.011,,美洲,,阿鲁巴,.431,77,2010/12/1,,1.3,,73,,,,.107
2464,1.001,,1,.43,.225,.706,.07,,1626,,,.016,58,美洲,.07,巴哈马,.825,78,2010/12/1,24,1.19,.011,72,,,.449,.055
1503,1,,1,.68,.193,.703,.104,,978,,,.013,,美洲,.07,巴巴多斯,.321,77,2010/12/1,,1.25,.014,72,,,,.087
422,1,,1,.14,.355,.606,.039,,265,,,.024,147,美洲,.06,伯利兹,.45,76,2010/12/1,44,.63,.016,70,,,.332,.139
477,,,1,.84,,,,,,,,.012,,美洲,,百慕大,1,82,2010/12/1,,1.36,,77,,,,
15456,1,,1,.22,.36,.593,.047,,106,,,.026,1080,美洲,.06,玻利维亚,.664,69,2010/12/1,49,.71,.035,64,,7341,.8,.099
419754,1,,1,.41,.255,.676,.069,,989,,,.016,2600,美洲,.09,巴西,.843,77,2010/12/1,119,1.01,.015,70,,265887,.663,.4
499137,1.001,,1,.8,.165,.694,.142,,5273,,,.011,131,美洲,.11,加拿大,.809,83,2010/12/1,5,.76,.005,79,,250992,.277,.026
590,,,1,.66,,,,,,,,.015,,美洲,,开曼群岛,1,,2010/12/1,,1.81,,,,,,
72258,1,,1,.45,.221,.687,.092,,894,,,.014,316,美洲,.07,智利,.886,82,2010/12/1,22,1.16,.008,76,,30920,.245,.048
75680,1,,1,.37,.288,.656,.056,,418,,,.02,208,美洲,.07,哥伦比亚,.75,77,2010/12/1,14,.96,.016,70,,32235,.803,.094
7770,1,,1,.37,.249,.686,.065,,750,,,.016,272,美洲,.1,哥斯达黎加,.717,82,2010/12/1,60,.67,.009,77,,4646,.553,.171
38364,.999,,1,.16,.173,.702,.124,,583,,,.01,,美洲,.11,古巴,.766,81,2010/12/1,,.09,.005,77,,11308,,
,1,,1,,.198,.67,.132,,,,,.014,,美洲,,库拉索,.899,,2010/12/1,,1.38,,,,,,
136,,,1,.48,,,,,400,,,.013,117,美洲,.06,多米尼克,.681,,2010/12/1,13,1.48,.011,,,,.37,.095
20964,1,,1,.31,.312,.628,.06,,278,,,.022,324,美洲,.06,多米尼加共和国,.738,76,2010/12/1,19,.89,.026,70,,7178,.401,.121
32636,1.001,,1,.29,.31,.629,.062,,335,,,.022,654,美洲,.07,厄瓜多尔,.627,79,2010/12/1,56,.99,.021,73,,12428,.353,
6249,1,,1,.16,.321,.61,.069,,238,,,.02,320,美洲,.07,萨尔瓦多,.643,76,2010/12/1,17,1.24,.015,67,,4210,.348,
634,,,1,.63,,,,,,,,.015,,美洲,,格陵兰,.844,73,2010/12/1,,1.01,,69,,,,
260,.999,,1,.27,.275,.652,.072,,438,,,.019,140,美洲,.06,格林纳达,.357,75,2010/12/1,15,1.17,.012,70,,,.453,.106
11118,1,,1,.11,.415,.541,.044,,198,,,.032,344,美洲,.07,危地马拉,.493,75,2010/12/1,37,1.26,.028,68,,10251,.409,.133
1701,1.001,,1,.3,.376,.592,.033,,188,,,.022,288,美洲,.07,圭亚那,.282,68,2010/12/1,24,.71,.032,63,,,.388,.145
2120,1.001,,1,.08,.362,.594,.045,,45,,,.027,184,美洲,.07,海地,.52,64,2010/12/1,105,.4,.073,60,,2409,.404,.175
8108,1,,1,.11,.368,.589,.043,,176,,,.027,224,美洲,.09,洪都拉斯,.517,75,2010/12/1,14,1.25,.021,70,,4567,.441,.189
7158,.999,,1,.28,.29,.631,.078,,255,,,.015,414,美洲,.05,牙买加,.537,76,2010/12/1,8,1.16,.016,70,,2830,.487,.205
443674,1,,1,.31,.3,.64,.06,,603,,,.02,404,美洲,.06,墨西哥,.778,79,2010/12/1,7,.78,.014,74,,178924,.505,.053
4547,1,,1,.1,.345,.609,.046,,112,,,.024,222,美洲,.08,尼加拉瓜,.573,77,2010/12/1,39,.68,.022,71,,2951,.632,.133
9633,1,,1,.4,.293,.639,.068,,627,,,.02,482,美洲,.09,巴拿马,.651,80,2010/12/1,9,1.81,.017,74,,3710,.438,.077
5075,1,,1,.2,.335,.613,.052,,271,,,.024,311,美洲,.09,巴拉圭,.585,74,2010/12/1,35,.92,.021,70,,4789,.35,.26
57579,1,,1,.35,.3,.64,.06,,257,,,.021,380,美洲,.05,秘鲁,.769,77,2010/12/1,26,1,.015,71,,19207,.371,.19
,1,,1,.45,.205,.665,.13,,,,,.011,218,美洲,,波多黎各,.938,82,2010/12/1,7,.79,,74,,,.636,
,,,1,,,,,,,,,,,美洲,,圣马丁（荷属）,1,,2010/12/1,,,,,,,,
249,,,1,.76,,,,,739,,,,155,美洲,.05,圣基茨和尼维斯,.318,,2010/12/1,19,1.53,.009,,,,.525,.086
403,1.001,,1,.43,.253,.663,.085,,525,,,.016,92,美洲,.08,圣卢西亚,.185,77,2010/12/1,14,1.12,.014,72,,,.34,.106
,,,1,,,,,,,,,.017,,美洲,,圣马丁（法属）,,82,2010/12/1,,,,76,,,,
209,1,,1,.39,.265,.668,.067,,293,,,.017,111,美洲,.05,圣文森特和格林纳丁斯,.488,74,2010/12/1,10,1.21,.019,70,,,.387,.092
2384,.999,,1,.32,.286,.649,.064,,483,,,.018,199,美洲,.06,苏里南,.663,74,2010/12/1,694,.99,.022,67,,,.279,.116
50682,1,,1,.49,.207,.71,.083,,805,,,.015,210,美洲,.05,特立尼达和多巴哥,.091,73,2010/12/1,41,1.43,.021,66,,21370,.331,.093
161,,,1,,,,,,,,,,,美洲,,特克斯和凯科斯群岛,.902,,2010/12/1,,,,,,,,
5433057,1,,1,.72,.198,.671,.131,,8254,,,.013,187,美洲,.18,美国,.808,81,2010/12/1,5,.91,.006,76,,2215504,.465,.033
6645,1,,1,.46,.225,.636,.139,,998,,,.015,336,美洲,.09,乌拉圭,.944,80,2010/12/1,65,1.32,.011,73,,4174,.419,.103
201747,1,,1,.37,.295,.649,.056,,639,,,.021,864,美洲,.05,委内瑞拉,.888,77,2010/12/1,141,.96,.014,71,,75502,.519,.183
,1,,1,.31,.207,.656,.137,,,,,.011,,美洲,,维尔京群岛（美属）,.946,82,2010/12/1,,,,76,,,,
,1,,1,.14,.272,.681,.047,,233,,,.025,451,非洲,.04,阿尔及利亚,.682,72,2011/12/1,25,.94,.023,69,,41852,.72,.08
,1,,1,.15,.477,.499,.024,,178,,,.046,282,非洲,.03,安哥拉,.409,53,2011/12/1,66,.53,.107,50,,13576,.521,.188
,1,,1,.04,.432,.539,.029,,34,,,.037,270,非洲,.05,贝宁,.423,60,2011/12/1,29,.79,.06,58,,3761,.659,
,1,,1,.08,.34,.625,.035,,404,,,.024,152,非洲,.05,博茨瓦纳,.565,46,2011/12/1,60,1.46,.039,47,,2215,.195,.11
,1,,1,.03,.458,.517,.025,,39,,,.042,270,非洲,.06,布基纳法索,.265,56,2011/12/1,13,.48,.068,55,,,.435,
,1,,1,.01,.44,.535,.025,,21,,,.045,274,非洲,.09,布隆迪,.109,55,2011/12/1,13,.2,.059,51,,,.516,.132
,.999,,1,.05,.432,.535,.032,,64,,,.038,654,非洲,.05,喀麦隆,.521,55,2011/12/1,15,.5,.064,53,,6720,.488,
,1.001,,1,.02,.404,.558,.039,,19,,,.035,504,非洲,.04,中非共和国,.39,51,2011/12/1,22,.22,.1,47,,,.546,
,1,,1,.02,.487,.488,.025,,25,,,.047,732,非洲,.03,乍得,.22,51,2011/12/1,55,.3,.092,49,,,.758,
,1,,1,.06,.422,.549,.029,,31,,,.036,100,非洲,.04,科摩罗,.28,62,2011/12/1,22,.31,.061,59,,,2.179,.105
,1,,1,.01,.453,.519,.028,,15,,,.044,336,非洲,.06,刚果（金）,.404,51,2011/12/1,65,.25,.09,48,,24497,3.391,.438
,1,,1,.06,.423,.543,.034,,85,,,.038,606,非洲,.03,刚果（布）,.637,59,2011/12/1,161,.92,.039,56,,1659,.653,
,1,,1,.02,.417,.552,.031,,84,,,.037,270,非洲,.07,科特迪瓦,.513,51,2011/12/1,32,.89,.075,49,,11233,.44,
,1,,1,.07,.339,.623,.038,,119,,,.028,82,非洲,.09,吉布提,.771,62,2011/12/1,37,.23,.061,59,,,.378,.106
,1.001,,1,.4,.314,.631,.056,,137,,,.024,433,非洲,.05,埃及,.43,73,2011/12/1,8,1.05,.019,68,,77649,.436,.11
,1,,1,.12,.391,.58,.029,,1051,,,.036,492,非洲,.05,赤道几内亚,.393,54,2011/12/1,135,.67,.073,51,,,.441,
,1.001,,1,.01,.431,.548,.022,,12,,,.038,216,非洲,.03,厄立特里亚,.21,64,2011/12/1,84,.04,.038,59,,765,.845,
,1,,1,.01,.439,.528,.033,,14,,,.034,198,非洲,.04,埃塞俄比亚,.177,64,2011/12/1,15,.16,.048,61,,34064,.303,
,1,,1,.08,.385,.562,.053,,401,,,.032,488,非洲,.03,加蓬,.86,64,2011/12/1,57,1.49,.042,62,,1997,.435,
,1,,1,.11,.459,.516,.025,,24,,,.043,376,非洲,.05,冈比亚,.57,60,2011/12/1,27,.81,.051,57,,,2.832,.28
,1,,1,.14,.388,.577,.035,,83,,,.032,224,非洲,.05,加纳,.514,62,2011/12/1,12,.85,.054,60,,10550,.334,
,1,,1,.01,.427,.542,.031,,27,,,.038,416,非洲,.06,几内亚,.353,56,2011/12/1,40,.44,.069,55,,,.912,
,.999,,1,.03,.417,.553,.029,,35,,,.038,208,非洲,.06,几内亚比绍,.461,55,2011/12/1,9,.45,.082,52,,,.459,
,1,,1,.28,.425,.549,.026,,35,,,.036,393,非洲,.04,肯尼亚,.24,62,2011/12/1,33,.67,.05,59,,20179,.493,.15
,1,,1,.04,.372,.586,.042,,146,,,.028,324,非洲,.12,莱索托,.253,48,2011/12/1,40,.61,.073,48,,,.16,.104
,1,,1,.03,.432,.537,.031,,59,,,.037,158,非洲,.16,利比里亚,.482,61,2011/12/1,6,.5,.058,59,,,.429,.138
,.999,,1,.14,.294,.659,.046,,211,,,.022,,非洲,.04,利比亚,.778,77,2011/12/1,,1.64,.014,73,,13342,,.06
,1,,1,.02,.431,.541,.028,,19,,,.035,201,非洲,.04,马达加斯加,.326,65,2011/12/1,8,.4,.042,62,,,.371,.525
,.999,,1,.03,.456,.512,.031,,30,,,.04,157,非洲,.08,马拉维,.157,54,2011/12/1,39,.26,.049,54,,,.29,.238
,1.001,,1,.02,.47,.502,.029,,51,,,.048,270,非洲,.07,马里,.368,54,2011/12/1,8,.75,.081,54,,,.511,
,1,,1,.05,.404,.565,.031,,51,,,.035,696,非洲,.06,毛里塔尼亚,.573,63,2011/12/1,19,.9,.069,60,,,.682,.17
,.999,,1,.35,.206,.713,.08,,450,,,.011,161,非洲,.05,毛里求斯,.404,77,2011/12/1,6,1.05,.013,70,,,.277,.089
,1,,1,.46,.279,.671,.05,,195,,,.022,238,非洲,.06,摩洛哥,.582,72,2011/12/1,12,1.14,.028,69,,17283,.496,
,1,,1,.04,.454,.514,.032,,33,,,.04,230,非洲,.06,莫桑比克,.312,50,2011/12/1,13,.32,.068,49,,10202,.375,.191
,1,,1,.12,.371,.594,.035,,486,,,.027,339,非洲,.09,纳米比亚,.426,66,2011/12/1,66,.99,.036,61,,1589,.218,.087
,1,,1,.01,.499,.475,.026,,25,,,.05,270,非洲,.07,尼日尔,.178,58,2011/12/1,17,.29,.064,57,,,.438,
,.999,,1,.28,.441,.531,.027,,85,,,.042,938,非洲,.06,尼日利亚,.444,52,2011/12/1,28,.58,.079,51,,118325,.327,.16
,1,,1,.07,.442,.535,.023,,62,,,.036,148,非洲,.11,卢旺达,.249,65,2011/12/1,3,.4,.041,61,,,.31,
,1,,1,.2,.416,.549,.035,,108,,,.036,424,非洲,.08,圣多美和普林西比,.626,68,2011/12/1,10,.63,.039,64,,,.325,.27
,1.001,,1,.18,.436,.534,.031,,54,,,.038,666,非洲,.05,塞内加尔,.425,65,2011/12/1,6,.7,.046,62,,3515,.455,
,1,,1,.43,.222,.702,.076,,413,,,.019,76,非洲,.04,塞舌尔群岛,.526,78,2011/12/1,39,1.38,.012,68,,,.322,.112
,1,,1,.01,.42,.554,.026,,82,,,.038,357,非洲,.16,塞拉利昂,.386,45,2011/12/1,12,.36,.112,45,,,.324,.21
,.999,,1,.01,.475,.496,.028,,,,,.045,,非洲,,索马里,.377,56,2011/12/1,,.18,.095,53,,,,
,1,,1,.34,.296,.651,.053,,670,,,.021,200,非洲,.09,南非,.627,57,2011/12/1,19,1.23,.034,53,,141372,.324,.09
,1,,1,,.426,.54,.034,,32,,,.037,,非洲,.02,南苏丹,.18,55,2011/12/1,,.17,.068,53,,,,
,1.001,,1,.17,.418,.551,.032,,119,,,.034,180,非洲,.07,苏丹,.332,63,2011/12/1,36,.69,.054,60,,16622,.361,
,1,,1,.18,.384,.582,.034,,270,,,.031,104,非洲,.08,斯威士兰,.214,48,2011/12/1,56,.63,.058,49,,,.365,.09
,1,,1,.04,.449,.52,.031,,38,,,.04,172,非洲,.07,坦桑尼亚,.288,61,2011/12/1,26,.55,.039,59,,20747,.449,.15
,1,,1,.04,.42,.553,.027,,43,,,.037,270,非洲,.08,多哥,.38,57,2011/12/1,84,.42,.059,55,,2764,.489,
,1,,1,.39,.233,.697,.07,,304,,,.019,144,非洲,.07,突尼斯,.661,77,2011/12/1,11,1.15,.014,73,,9504,.624,
,1,,1,.13,.487,.489,.024,,41,,,.044,213,非洲,.09,乌干达,.148,59,2011/12/1,33,.48,.049,57,,,.35,.218
,.999,,1,.12,.468,.505,.026,,87,,,.043,183,非洲,.06,赞比亚,.392,57,2011/12/1,18,.6,.059,54,,8462,.144,.188
,1,,1,.16,.408,.552,.04,,,,,.032,242,非洲,,津巴布韦,.33,56,2011/12/1,90,.69,.058,55,,9312,.343,
,1,,1,.05,.481,.497,.022,,48,,,.037,275,亚洲,.08,阿富汗,.251,61,2011/12/1,7,.6,.074,59,,,.363,.151
,1,,1,.32,.204,.692,.104,,127,,,.014,500,亚洲,.04,亚美尼亚,.634,78,2011/12/1,8,1.08,.015,71,,2716,.388,.178
,1,,1,.5,.224,.718,.058,,359,,,.019,225,亚洲,.05,阿塞拜疆,.536,74,2011/12/1,8,1.1,.032,68,,12561,.4,.19
,1,,1,.05,.311,.642,.047,,27,,,.021,302,亚洲,.04,孟加拉国,.312,71,2011/12/1,19,.55,.037,69,,31294,.35,.133
,1,,1,.21,.291,.663,.046,,94,,,.02,274,亚洲,.04,不丹,.356,68,2011/12/1,36,.66,.033,67,,,.408,.14
,1,,1,.56,.262,.7,.038,,917,,,.016,96,亚洲,.02,文莱,.759,80,2011/12/1,101,1.09,.008,76,,3832,.168,.055
,.999,,1,.03,.314,.634,.051,,49,,,.026,173,亚洲,.06,柬埔寨,.2,74,2011/12/1,102,.94,.036,68,,5333,.214,
,1,,1,.38,.18,.735,.085,,274,,,.012,358,亚洲,.05,中国,.506,76,2011/12/1,38,.72,.013,74,,2727728,.635,.066
,1,,1,.32,.174,.684,.142,,310,,,.014,387,亚洲,.09,格鲁吉亚,.53,78,2011/12/1,2,1.01,.014,70,,3543,.165,.15
,1,,1,.72,.119,.749,.132,,,,,.014,80,亚洲,,中国香港特别行政区,1,87,2011/12/1,3,2.16,,80,,14894,.23,.05
,1,,1,.1,.298,.651,.051,,62,,,.021,254,亚洲,.04,印度,.313,68,2011/12/1,29,.73,.045,64,,749447,.629,.102
,1,,1,.11,.296,.653,.051,,99,,,.02,266,亚洲,.03,印度尼西亚,.507,72,2011/12/1,48,1.03,.026,68,,209009,.322,.124
,1,,1,.79,.132,.631,.237,,4641,,,.008,330,亚洲,.1,日本,.912,86,2011/12/1,22,1.02,.002,79,,461468,.484,.015
,1.001,,1,.51,.252,.683,.066,,458,,,.023,188,亚洲,.04,哈萨克斯坦,.536,74,2011/12/1,19,1.57,.018,64,,78101,.286,
,1,,1,,.223,.687,.09,,,,,.014,,亚洲,,朝鲜,.603,73,2011/12/1,,.04,.024,66,,19037,,
,.999,,1,.84,.157,.728,.114,,1652,,,.009,225,亚洲,.07,韩国,.82,84,2011/12/1,6,1.08,.003,78,,260440,.287,.058
,1,,1,.2,.301,.656,.043,,71,,,.027,210,亚洲,.06,吉尔吉斯斯坦,.353,74,2011/12/1,10,1.16,.025,66,,3097,.334,.402
,1,,1,.09,.362,.601,.037,,35,,,.028,362,亚洲,.03,老挝,.343,69,2011/12/1,93,.84,.057,66,,,.319,
,1,,1,.6,.124,.802,.074,,,,,.01,,亚洲,,中国澳门特别行政区,1,82,2011/12/1,,2.48,,78,,,,.053
,1,,1,.61,.272,.678,.05,,384,,,.018,133,亚洲,.04,马来西亚,.717,77,2011/12/1,6,1.28,.007,72,,75907,.34,.049
,.999,,1,.34,.294,.655,.05,,525,,,.022,,亚洲,.08,马尔代夫,.412,78,2011/12/1,9,1.6,.01,76,,,.093,.102
,1,,1,.13,.27,.692,.038,,190,,,.023,192,亚洲,.06,蒙古,.685,71,2011/12/1,13,1.07,.028,63,,3607,.246,.166
,1,,1,.01,.257,.692,.051,,19,,,.018,,亚洲,.02,缅甸,.319,67,2011/12/1,,.02,.042,63,,14056,,.163
,1,,1,.09,.364,.586,.05,,41,,,.022,326,亚洲,.06,尼泊尔,.172,69,2011/12/1,29,.49,.035,66,,10391,.315,
,1,,1,.09,.349,.608,.043,,36,,,.026,560,亚洲,.03,巴基斯坦,.37,67,2011/12/1,21,.62,.072,65,,84845,.346,.144
,1,,1,.29,.349,.613,.038,,105,,,.025,195,亚洲,.04,菲律宾,.45,72,2011/12/1,36,.99,.025,65,,40452,.445,.067
,.999,,1,.71,.169,.737,.093,,2144,,,.01,84,亚洲,.04,新加坡,1,84,2011/12/1,3,1.5,.002,80,,33447,.271,.054
,1,,1,.15,.251,.669,.08,,93,,,.018,256,亚洲,.03,斯里兰卡,.183,77,2011/12/1,37,.88,.009,71,,10421,1.129,.094
,1,,1,.13,.358,.61,.032,,48,,,.033,224,亚洲,.06,塔吉克斯坦,.265,71,2011/12/1,24,.81,.043,64,,2395,.845,.248
,1,,1,.24,.189,.72,.091,,214,,,.011,264,亚洲,.04,泰国,.454,77,2011/12/1,29,1.16,.012,71,,119147,.369,.069
,1.001,,1,.01,.469,.5,.032,,46,,,.036,276,亚洲,.05,东帝汶,.302,68,2011/12/1,94,.56,.05,65,,,.11,.11
,1.001,,1,.05,.289,.671,.041,,114,,,.022,,亚洲,.02,土库曼斯坦,.487,69,2011/12/1,,1.04,.05,61,,24710,,
,1,,1,.3,.293,.664,.043,,91,,,.022,205,亚洲,.06,乌兹别克斯坦,.362,71,2011/12/1,14,.9,.039,65,,47755,.975,
,.999,,1,.35,.231,.703,.065,,93,,,.016,941,亚洲,.07,越南,.31,80,2011/12/1,38,1.42,.02,71,,61210,.4,.17
,1,,1,.49,.221,.676,.103,,243,,,.013,371,欧洲,.06,阿尔巴尼亚,.532,80,2011/12/1,6,.98,.014,74,,2173,.315,.124
,,,1,.81,,,,,3053,,,,,欧洲,.07,安道尔,.873,,2011/12/1,,.84,.002,,,,,
,1,,1,.79,.146,.673,.181,,5643,,,.009,170,欧洲,.11,奥地利,.659,84,2011/12/1,25,1.54,.003,78,,33019,.523,
,.999,,1,.4,.149,.712,.138,,311,,,.012,654,欧洲,.05,白俄罗斯,.75,77,2011/12/1,10,1.13,.004,65,,29501,.623,.136
,1,,1,.82,.168,.658,.174,,4914,,,.012,156,欧洲,.11,比利时,.977,83,2011/12/1,4,1.14,.004,78,,59094,.57,
,1,,1,.6,.169,.678,.153,,471,,,.009,422,欧洲,.1,波斯尼亚和黑塞哥维那,.393,79,2011/12/1,40,.83,.006,73,,7095,.237,.074
,1,,1,.48,.134,.68,.186,,522,,,.01,500,欧洲,.07,保加利亚,.726,78,2011/12/1,18,1.43,.011,71,,19216,.272,.106
,.999,,1,.58,.151,.671,.177,,992,,,.01,196,欧洲,.07,克罗地亚,.578,80,2011/12/1,8,1.18,.004,74,,8439,.219,.097
,1,,1,.57,.174,.708,.118,,2123,,,.012,149,欧洲,.07,塞浦路斯,.674,82,2011/12/1,8,.98,.003,77,,2368,.22,
,1,,1,.71,.143,.699,.158,,1545,,,.01,557,欧洲,.08,捷克共和国,.732,81,2011/12/1,20,1.24,.003,75,,43429,.481,.057
,1,,1,.9,.178,.651,.171,,6521,,,.011,135,欧洲,.11,丹麦,.87,82,2011/12/1,6,1.29,.003,78,,17997,.264,
,.999,,1,.77,.155,.668,.176,,928,,,.011,81,欧洲,.06,爱沙尼亚,.68,81,2011/12/1,7,1.44,.003,71,,5603,.576,.061
,,,1,.81,,,,,,,,.012,,欧洲,,法罗群岛,.411,84,2011/12/1,,1.18,,79,,,,
,1,,1,.89,.164,.659,.177,,4411,,,.011,93,欧洲,.09,芬兰,.837,84,2011/12/1,14,1.66,.002,77,,34749,.39,
,1,,1,.78,.183,.646,.171,,4968,,,.013,132,欧洲,.12,法国,.786,86,2011/12/1,7,.94,.004,79,,252827,.647,
,1,,1,.81,.133,.657,.21,,4996,,,.008,221,欧洲,.11,德国,.745,83,2011/12/1,15,1.1,.003,78,,311770,.456,
,1.001,,1,.52,.146,.663,.192,,2304,,,.01,224,欧洲,.09,希腊,.766,84,2011/12/1,11,1.09,.004,78,,26723,.459,
,1,,1,.68,.146,.685,.169,,1096,,,.009,277,欧洲,.08,匈牙利,.693,79,2011/12/1,4,1.17,.006,71,,24964,.52,.083
,1,,1,.95,.208,.669,.123,,4051,,,.014,140,欧洲,.09,冰岛,.937,84,2011/12/1,5,1.07,.002,81,,5731,.296,.077
,1,,1,.75,.215,.67,.115,,4306,,,.016,76,欧洲,.09,爱尔兰,.621,83,2011/12/1,13,1.09,.003,79,,13216,.254,
,,,1,,,,,,,,,,,欧洲,,马恩岛,.52,,2011/12/1,,,,,,,,
,.999,,1,.54,.14,.654,.205,,3339,,,.009,285,欧洲,.09,意大利,.684,85,2011/12/1,6,1.58,.003,80,,167416,.677,.046
,,,1,,,,,,,,,.018,164,欧洲,,科索沃,,72,2011/12/1,58,,,68,,2528,.154,.139
,1,,1,.7,.143,.672,.185,,826,,,.009,290,欧洲,.06,拉脱维亚,.676,79,2011/12/1,16,1.11,.008,69,,4371,.371,.064
,,,1,.85,,,,,,,,.011,,欧洲,,列支敦士登,.144,84,2011/12/1,,1.02,,80,,,,
,.999,,1,.64,.151,.693,.155,,887,,,.011,175,欧洲,.07,立陶宛,.667,79,2011/12/1,22,1.62,.005,68,,7287,.431,
,1,,1,.9,.175,.685,.14,,7751,,,.011,59,欧洲,.07,卢森堡,.889,84,2011/12/1,19,1.48,.002,79,,4171,.198,
,.999,,1,.57,.171,.71,.118,,344,,,.011,119,欧洲,.07,马其顿（前南斯拉夫）,.57,77,2011/12/1,3,1.05,.008,73,,3122,.084,.089
,1,,1,.68,.153,.697,.15,,1900,,,.01,139,欧洲,.09,马耳他,.948,83,2011/12/1,40,1.22,.005,79,,857,.41,.047
,1,,1,.38,.165,.723,.112,,224,,,.012,228,欧洲,.11,摩尔多瓦,.449,73,2011/12/1,9,.91,.014,65,,3331,.308,.144
,,,1,.8,,,,,7180,,,,,欧洲,.04,摩纳哥,1,,2011/12/1,,.85,.003,,,,,
,1.001,,1,.36,.193,.682,.126,,522,,,.012,372,欧洲,.07,蒙特内格罗,.633,77,2011/12/1,10,1.87,.006,72,,1179,.209,.097
,.999,,1,.91,.173,.667,.159,,5997,,,.011,127,欧洲,.12,荷兰,.878,83,2011/12/1,8,1.19,.004,79,,77419,.396,.02
,1,,1,.94,.187,.661,.152,,9908,,,.012,87,欧洲,.1,挪威,.794,84,2011/12/1,7,1.16,.003,79,,28137,.407,
,.999,,1,.62,.149,.713,.137,,915,,,.01,296,欧洲,.07,波兰,.608,81,2011/12/1,32,1.31,.005,73,,101313,.395,
,.999,,1,.55,.15,.667,.182,,2302,,,.009,275,欧洲,.1,葡萄牙,.612,84,2011/12/1,4,1.16,.003,77,,23084,.427,
,1,,1,.4,.15,.701,.149,,480,,,.01,222,欧洲,.06,罗马尼亚,.54,78,2011/12/1,14,1.07,.012,71,,35830,.431,.121
,.999,,1,.49,.151,.718,.13,,803,,,.013,290,欧洲,.06,俄罗斯,.737,76,2011/12/1,29,1.42,.01,64,,730970,.469,.085
,,,1,.5,,,,,3553,,,.01,,欧洲,.06,圣马力诺,.941,86,2011/12/1,,1.14,.003,80,,,,.059
,1,,1,.42,.167,.695,.138,,622,,,.009,279,欧洲,.1,塞尔维亚,.553,77,2011/12/1,13,1.3,.006,72,,16185,.34,.172
,1,,1,.74,.15,.725,.125,,1415,,,.011,231,欧洲,.08,斯洛伐克,.544,80,2011/12/1,18,1.1,.007,72,,17349,.476,
,1.001,,1,.67,.141,.691,.169,,2171,,,.011,260,欧洲,.09,斯洛文尼亚,.499,83,2011/12/1,6,1.05,.003,77,,7249,.339,
,1.001,,1,.68,.151,.677,.173,,2978,,,.01,187,欧洲,.09,西班牙,.787,86,2011/12/1,28,1.13,.004,80,,125570,.387,
,1,,1,.93,.166,.649,.185,,5419,,,.012,122,欧洲,.1,瑞典,.852,84,2011/12/1,16,1.21,.002,80,,49045,.52,
,1,,1,.85,.149,.679,.172,,9248,,,.01,63,欧洲,.11,瑞士,.737,85,2011/12/1,18,1.27,.004,81,,25375,.289,.027
,1.001,,1,.43,.264,.665,.072,,644,,,.017,226,欧洲,.06,土耳其,.713,78,2011/12/1,6,.89,.019,71,,112459,.4,
,1,,1,.29,.14,.704,.156,,262,,,.011,657,欧洲,.07,乌克兰,.689,76,2011/12/1,24,1.21,.01,66,,126438,.571,.159
,1,,1,.85,.175,.656,.169,,3659,,,.013,110,欧洲,.09,英国,.816,83,2011/12/1,12,1.24,.004,79,,188074,.361,.005
,1,,1,.77,.198,.781,.021,,766,,,.016,36,中东,.04,巴林,.886,77,2011/12/1,9,1.31,.006,76,,9506,.135,.068
,1,,1,.21,.236,.712,.052,,483,,,.019,344,中东,.07,伊朗,.712,75,2011/12/1,11,.74,.016,72,,212145,.441,.11
,1,,1,.05,.409,.558,.033,,160,,,.032,312,中东,.03,伊拉克,.691,73,2011/12/1,32,.8,.029,65,,40220,.278,.136
